book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,image_url,small_image_url
9661,25053,25053,1279206,20,64401499,"Betty MacDonald, Alexandra Boiger",1955.0,"Hello, Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #4)",eng,4.24,13000,13313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9662,6933152,6933152,7164540,14,143914799X,Jennifer Estep,2010.0,"Web of Lies (Elemental Assassin, #2)",en-US,4.1,17312,18640,https://images.gr-assets.com/books/1262902266m/6933152.jpg,https://images.gr-assets.com/books/1262902266s/6933152.jpg
9663,137792,137792,1358863,34,7201095,Rebecca Wells,2005.0,Ya Yas in Bloom,,3.6,10200,11369,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9664,179174,179174,1275077,68,316358320,Hergé,1943.0,"The Secret of the Unicorn (Tintin, #11)",eng,4.26,8925,10820,https://images.gr-assets.com/books/1344263637m/179174.jpg,https://images.gr-assets.com/books/1344263637s/179174.jpg
9665,930612,930612,3061490,49,763612316,"Megan McDonald, Peter H. Reynolds",2000.0,"Judy Moody (Judy Moody, # 1)",eng,3.92,11289,12349,https://images.gr-assets.com/books/1320540601m/930612.jpg,https://images.gr-assets.com/books/1320540601s/930612.jpg
9666,21480734,21480734,40787528,27,385347375,Christian Rudder,2014.0,Dataclysm: Who We Are (When We Think No One's Looking),eng,3.72,7204,8409,https://images.gr-assets.com/books/1407763834m/21480734.jpg,https://images.gr-assets.com/books/1407763834s/21480734.jpg
9667,94578,94578,2382792,176,394719859,"Friedrich Nietzsche, Walter Kaufmann",1882.0,The Gay Science,eng,4.26,8655,9776,https://images.gr-assets.com/books/1374735026m/94578.jpg,https://images.gr-assets.com/books/1374735026s/94578.jpg
9668,7904453,7904453,11165787,37,316043966,N.K. Jemisin,2010.0,"The Broken Kingdoms (Inheritance, #2)",eng,4.04,12259,13774,https://images.gr-assets.com/books/1282522268m/7904453.jpg,https://images.gr-assets.com/books/1282522268s/7904453.jpg
9669,18453110,18453110,26098356,51,031624290X,Sarah Lotz,2014.0,"The Three (The Three, #1)",eng,3.32,7990,10416,https://images.gr-assets.com/books/1379897631m/18453110.jpg,https://images.gr-assets.com/books/1379897631s/18453110.jpg
9670,1032,1032,1224415,26,345479173,"Donald J. Trump, Tony Schwartz",1987.0,Trump: The Art of the Deal,en-US,3.66,8768,10055,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9671,190344,190344,1026679,47,749744812,Enid Blyton,1946.0,"First Term at Malory Towers (Malory Towers, #1)",eng,4.07,10274,11994,https://images.gr-assets.com/books/1300285044m/190344.jpg,https://images.gr-assets.com/books/1300285044s/190344.jpg
9672,82553,82553,79699,41,439858046,John Marsden,1998.0,"The Night Is for Hunting (Tomorrow, #6)",eng,4.15,10908,12132,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9673,836607,836607,2267602,16,1591826055,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999.0,"Fruits Basket, Vol. 3",en-US,4.38,14593,14817,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9674,25801299,25801299,45654942,12,,Alex Lake,2015.0,After Anna,en-US,3.7,11029,11335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9675,20252,20252,705991,40,553580337,"Brian Herbert, Kevin J. Anderson",2001.0,House Corrino (Prelude to Dune #3),eng,3.64,10682,11947,https://images.gr-assets.com/books/1298689043m/20252.jpg,https://images.gr-assets.com/books/1298689043s/20252.jpg
9676,6542645,6542645,6734901,41,399156240,J.D. Robb,2010.0,"Fantasy in Death (In Death, #30)",eng,4.25,14244,16368,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9677,663098,663098,1936254,39,446580309,Mike Carey,2006.0,"The Devil You Know (Felix Castor, #1)",en-US,3.8,11375,12879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9678,16031679,16031679,21801801,20,1622668995,"J. Lynn, Jennifer L. Armentrout",2012.0,"Tempting the Player (Gamble Brothers, #2)",,4.06,16997,18126,https://images.gr-assets.com/books/1351035223m/16031679.jpg,https://images.gr-assets.com/books/1351035223s/16031679.jpg
9679,290882,290882,162727,112,140441638,"Anonymous, Juan Mascaró",-500.0,The Upanishads: Translations from the Sanskrit,eng,4.2,7365,9667,https://images.gr-assets.com/books/1327881361m/290882.jpg,https://images.gr-assets.com/books/1327881361s/290882.jpg
9680,18594634,18594634,32695230,26,804140847,Arianna Huffington,2014.0,"Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being, Wisdom, and Wonder",eng,3.68,8261,9591,https://images.gr-assets.com/books/1400873884m/18594634.jpg,https://images.gr-assets.com/books/1400873884s/18594634.jpg
9681,12389310,12389310,16650195,8,1462003923,Julie Hockley,2011.0,"Crow's Row (Crow's Row, #1)",eng,4.11,16741,17916,https://images.gr-assets.com/books/1348076628m/12389310.jpg,https://images.gr-assets.com/books/1348076628s/12389310.jpg
9682,1008231,1008231,994357,26,1416935711,Mark Walden,2006.0,"H.I.V.E. Higher Institute of Villainous Education (H.I.V.E., #1)",en-US,4.06,10881,12195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9683,16170522,16170522,22017575,2,,تامر إبراهيم,2012.0,صانع الظلام,ara,3.81,8825,8886,https://images.gr-assets.com/books/1353871855m/16170522.jpg,https://images.gr-assets.com/books/1353871855s/16170522.jpg
9684,6311614,6311614,6496787,38,399156046,Terry Goodkind,2009.0,The Law of Nines,en-US,3.6,9421,10361,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9685,434229,434229,423167,27,,John D. MacDonald,1958.0,Cape Fear,,4.07,10006,10475,https://images.gr-assets.com/books/1396110398m/434229.jpg,https://images.gr-assets.com/books/1396110398s/434229.jpg
9686,17487,17487,1075882,84,340796154,Enid Blyton,1943.0,"Five Go Adventuring Again (Famous Five, #2)",eng,3.99,10362,11833,https://images.gr-assets.com/books/1408923873m/17487.jpg,https://images.gr-assets.com/books/1408923873s/17487.jpg
9687,8534899,8534899,13402207,24,330519476,Jana Oliver,2011.0,"Forsaken (The Demon Trappers, #1)",eng,4.0,13585,16952,https://images.gr-assets.com/books/1282919119m/8534899.jpg,https://images.gr-assets.com/books/1282919119s/8534899.jpg
9688,136977,136977,183281,32,1590304497,Pema Chödrön,2001.0,The Places That Scare You: A Guide to Fearlessness in Difficult Times,,4.3,8344,9813,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9689,113091,113091,2115367,66,375701230,James Agee,1957.0,A Death in the Family,eng,3.92,10900,11678,https://images.gr-assets.com/books/1327885315m/113091.jpg,https://images.gr-assets.com/books/1327885315s/113091.jpg
9690,772976,772976,759027,16,3822859834,Andrea Kettenmann,2001.0,Frida Kahlo: 1907-1954 Pain and Passion,,4.15,8260,8401,https://images.gr-assets.com/books/1365526293m/772976.jpg,https://images.gr-assets.com/books/1365526293s/772976.jpg
9691,94669,94669,25128285,48,385482388,Chitra Banerjee Divakaruni,1997.0,The Mistress of Spices,,3.48,9263,10598,https://images.gr-assets.com/books/1488839181m/94669.jpg,https://images.gr-assets.com/books/1488839181s/94669.jpg
9692,7948945,7948945,11557579,11,451232682,Gwen Hayes,2011.0,"Falling Under (Falling Under, #1)",eng,3.78,15637,15873,https://images.gr-assets.com/books/1326079906m/7948945.jpg,https://images.gr-assets.com/books/1326079906s/7948945.jpg
9693,17404452,17404452,24241548,9,,Sandi Lynn,2013.0,"Forever You (Forever, #2)",eng,4.19,15986,16106,https://images.gr-assets.com/books/1364058599m/17404452.jpg,https://images.gr-assets.com/books/1364058599s/17404452.jpg
9694,4505161,4505161,4554187,13,451225090,Karen   White,2008.0,"The House on Tradd Street (Tradd Street, #1)",eng,3.96,12311,13523,https://images.gr-assets.com/books/1344586077m/4505161.jpg,https://images.gr-assets.com/books/1344586077s/4505161.jpg
9695,2309720,2309720,2316136,3,1421515881,Kiyo Fujiwara,2005.0,"Wild Ones, Vol. 1 (Wild Ones, #1)",en-US,4.03,10738,10759,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9696,10843036,10843036,15757439,18,316196487,Brent Weeks,2011.0,"Perfect Shadow (Night Angel, #0.5)",eng,4.18,9029,10846,https://images.gr-assets.com/books/1360569222m/10843036.jpg,https://images.gr-assets.com/books/1360569222s/10843036.jpg
9697,10468258,10468258,15353639,8,,Nicky Charles,2011.0,"The Finding (Law of the Lycans, #5)",eng,4.18,11174,13477,https://images.gr-assets.com/books/1344881680m/10468258.jpg,https://images.gr-assets.com/books/1344881680s/10468258.jpg
9698,7785,7785,2333951,16,7158513,Dr. Seuss,1978.0,I Can Read With My Eyes Shut!,en-GB,4.17,13821,14465,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9699,302625,302625,293683,50,553286285,Isaac Asimov,1989.0,Nemesis,eng,3.75,10788,11449,https://images.gr-assets.com/books/1336582027m/302625.jpg,https://images.gr-assets.com/books/1336582027s/302625.jpg
9700,15824358,15824358,72363,27,1422188612,Michael D. Watkins,2003.0,"The First 90 Days, Updated and Expanded: Critical Success Strategies for New Leaders at All Levels",eng,3.81,5490,9105,https://images.gr-assets.com/books/1354903827m/15824358.jpg,https://images.gr-assets.com/books/1354903827s/15824358.jpg
9701,25067046,25067046,44751860,22,1484724984,Claudia Gray,2015.0,Lost Stars (Star Wars: Journey to the Force Awakens),eng,4.25,8861,10718,https://images.gr-assets.com/books/1462731623m/25067046.jpg,https://images.gr-assets.com/books/1462731623s/25067046.jpg
9702,128048,128048,871691,15,618250743,Jean Lee Latham,1955.0,"Carry On, Mr. Bowditch",eng,4.11,11933,12308,https://images.gr-assets.com/books/1480110382m/128048.jpg,https://images.gr-assets.com/books/1480110382s/128048.jpg
9703,22474626,25519820,41917394,31,,Meredith Wild,2014.0,"Hard Limit (Hacker, #4)",,4.34,4754,12742,https://images.gr-assets.com/books/1414594976m/22474626.jpg,https://images.gr-assets.com/books/1414594976s/22474626.jpg
9704,95660,95660,3313248,16,316115002,Lisi Harrison,2006.0,"The Pretty Committee Strikes Back (The Clique, #5)",,3.84,12307,12480,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9705,17794657,17794657,24162956,5,,AnnaLisa Grant,2013.0,The Lake (The Lake Trilogy #1),eng,3.75,8057,9517,https://images.gr-assets.com/books/1461854990m/17794657.jpg,https://images.gr-assets.com/books/1461854990s/17794657.jpg
9706,18243828,18243828,25692101,7,,Penelope Ward,2013.0,"Jake Undone (Jake, #1)",eng,4.15,14870,17843,https://images.gr-assets.com/books/1374834443m/18243828.jpg,https://images.gr-assets.com/books/1374834443s/18243828.jpg
9707,171201,171201,2206,11,571198775,Margaret Edson,1995.0,Wit,en-US,4.2,10601,10901,https://images.gr-assets.com/books/1327908183m/171201.jpg,https://images.gr-assets.com/books/1327908183s/171201.jpg
9708,261161,261161,2936727,18,316115045,Lisi Harrison,2006.0,"Dial L for Loser (The Clique, #6)",,3.8,11736,11892,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9709,13031445,13031445,18194783,10,1451668201,The Harvard Lampoon,2012.0,The Hunger Pains: A Parody,en-GB,3.89,8619,8833,https://images.gr-assets.com/books/1344395623m/13031445.jpg,https://images.gr-assets.com/books/1344395623s/13031445.jpg
9710,397867,397867,2452726,50,333761189,James Herbert,1974.0,"The Rats (Rats, #1)",eng,3.92,10517,11972,https://images.gr-assets.com/books/1356454885m/397867.jpg,https://images.gr-assets.com/books/1356454885s/397867.jpg
9711,104088,104088,1136221,47,451458265,Guy Gavriel Kay,1986.0,"The Wandering Fire (The Fionavar Tapestry, #2)",en-US,4.11,11935,12918,https://images.gr-assets.com/books/1389962006m/104088.jpg,https://images.gr-assets.com/books/1389962006s/104088.jpg
9712,17333174,17333174,24064358,14,425270696,Ilona Andrews,2016.0,"Magic Binds (Kate Daniels, #9)",eng,4.57,10983,14525,https://images.gr-assets.com/books/1454609590m/17333174.jpg,https://images.gr-assets.com/books/1454609590s/17333174.jpg
9713,15761241,15761241,21461918,26,,M. Leighton,2012.0,"The Wild Ones (The Wild Ones, #1)",eng,3.94,16160,16900,https://images.gr-assets.com/books/1343215803m/15761241.jpg,https://images.gr-assets.com/books/1343215803s/15761241.jpg
9714,23196,23196,993607,24,553344862,David James Duncan,1983.0,The River Why,,4.24,7735,8375,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9715,701738,701738,688038,43,1400096685,Chris Cleave,2005.0,Incendiary,eng,3.59,8718,10904,https://images.gr-assets.com/books/1320474372m/701738.jpg,https://images.gr-assets.com/books/1320474372s/701738.jpg
9716,586516,586516,1321310,17,425182134,Stephen Davis,1985.0,Hammer of the Gods,en-US,3.83,8226,8997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9717,891671,891671,2114967,54,330411985,C.J. Sansom,2006.0,Winter in Madrid,eng,3.79,8629,10072,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9718,13414599,13414599,18713712,25,449014398,"Gretchen Rubin, Käthe Mazur",2012.0,"Happier at Home: Kiss More, Jump More, Abandon a Project, Read Samuel Johnson, and My Other Experiments in the Practice of Everyday Life",eng,3.48,6058,12025,https://images.gr-assets.com/books/1344014249m/13414599.jpg,https://images.gr-assets.com/books/1344014249s/13414599.jpg
9719,2895896,2895896,1188617,46,340895934,Jojo Moyes,2007.0,Silver Bay,eng,3.62,9008,12033,https://images.gr-assets.com/books/1415583591m/2895896.jpg,https://images.gr-assets.com/books/1415583591s/2895896.jpg
9720,94486,94486,2302985,86,1590170571,"Adolfo Bioy Casares, Suzanne Jill Levine, Jorge Luis Borges, Ruth L.C. Simms, Norah Borges de Torre",1940.0,The Invention of Morel,eng,4.05,8669,11042,https://images.gr-assets.com/books/1327960951m/94486.jpg,https://images.gr-assets.com/books/1327960951s/94486.jpg
9721,42661,42661,300328,61,142002801,Antony Beevor,1998.0,The Fall of Berlin 1945,eng,4.27,8443,9576,https://images.gr-assets.com/books/1312049741m/42661.jpg,https://images.gr-assets.com/books/1312049741s/42661.jpg
9722,4657,4657,2342047,49,034541800X,John Irving,1972.0,The Water-Method Man,,3.34,9725,10384,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9723,552987,552987,2239193,20,765312824,Orson Scott Card,2007.0,"A War of Gifts (Ender's Saga, #1.1)",en-US,3.66,11643,12590,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9724,153866,153866,207481,43,439998190,Dav Pilkey,2000.0,"Captain Underpants and the Perilous Plot of Professor Poopypants (Captain Underpants, #4)",en-GB,4.12,9566,10409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9725,17950614,17950614,25166874,21,,Neal Shusterman,2014.0,"UnDivided (Unwind, #4)",eng,4.48,11403,13031,https://images.gr-assets.com/books/1392097377m/17950614.jpg,https://images.gr-assets.com/books/1392097377s/17950614.jpg
9726,17934655,17934655,25142547,18,1555976719,Leslie Jamison,2014.0,The Empathy Exams: Essays,eng,3.62,9280,9744,https://images.gr-assets.com/books/1405924561m/17934655.jpg,https://images.gr-assets.com/books/1405924561s/17934655.jpg
9727,261083,261083,927167,61,006053284X,Bernard Cornwell,2003.0,"Heretic (The Grail Quest, #3)",,4.11,8916,11059,https://images.gr-assets.com/books/1382119406m/261083.jpg,https://images.gr-assets.com/books/1382119406s/261083.jpg
9728,27209407,27209407,47250889,35,042528011X,Nora Roberts,2016.0,"Bay of Sighs (The Guardians Trilogy, #2)",eng,4.15,6822,11200,https://images.gr-assets.com/books/1458263001m/27209407.jpg,https://images.gr-assets.com/books/1458263001s/27209407.jpg
9729,13489919,13489919,19028791,19,1937248097,Courtney Milan,2012.0,"The Duchess War (Brothers Sinister, #1)",eng,3.82,12494,15981,https://images.gr-assets.com/books/1363009176m/13489919.jpg,https://images.gr-assets.com/books/1363009176s/13489919.jpg
9730,484167,484167,472487,8,1421512025,Bisco Hatori,2001.0,"Millennium Snow, Vol. 1",en-US,4.04,11293,11359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9731,13068,13068,817138,21,446695661,Carl Hiaasen,1987.0,Double Whammy,eng,3.92,9622,10738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9732,3028,3028,6894,53,517548233,Henry Hazlitt,1946.0,Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics,,4.22,9028,10129,https://images.gr-assets.com/books/1320423284m/3028.jpg,https://images.gr-assets.com/books/1320423284s/3028.jpg
9733,12042279,12042279,12985451,24,1849013764,Lara Adrian,2012.0,"Darker After Midnight (Midnight Breed, #10)",eng,4.37,14264,16748,https://images.gr-assets.com/books/1313987798m/12042279.jpg,https://images.gr-assets.com/books/1313987798s/12042279.jpg
9734,2025787,2025787,4413359,18,340911719,Robert Muchamore,2007.0,"Mad Dogs (Cherub, #8)",eng,4.25,10258,10713,https://images.gr-assets.com/books/1417330634m/2025787.jpg,https://images.gr-assets.com/books/1417330634s/2025787.jpg
9735,20329634,18476102,26144200,14,,Marko Kloos,2014.0,"Lines of Departure (Frontlines, #2)",eng,4.08,5110,10157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9736,25817528,25817528,45584351,20,62413716,Julia Claiborne Johnson,2016.0,Be Frank With Me,eng,3.9,9044,11284,https://images.gr-assets.com/books/1449425543m/25817528.jpg,https://images.gr-assets.com/books/1449425543s/25817528.jpg
9737,73051,73051,1181789,16,451452313,Grant Naylor,1990.0,Better than Life (Red Dwarf #2),eng,4.05,9213,10069,https://images.gr-assets.com/books/1301794541m/73051.jpg,https://images.gr-assets.com/books/1301794541s/73051.jpg
9738,25671827,25671827,44995729,20,1250083214,Kylie Scott,2016.0,"Dirty (Dive Bar, #1)",eng,3.92,13948,17347,https://images.gr-assets.com/books/1444317627m/25671827.jpg,https://images.gr-assets.com/books/1444317627s/25671827.jpg
9739,94798,94798,1267619,18,765354705,Eric S. Nylund,2006.0,Halo: Ghosts of Onyx,en-US,4.15,7997,8949,https://images.gr-assets.com/books/1317792529m/94798.jpg,https://images.gr-assets.com/books/1317792529s/94798.jpg
9740,4837112,4837112,4902357,6,955944686,Rick Riordan,2009.0,"Percy Jackson and the Sword of Hades (Percy Jackson and the Olympians, #4.5)",,4.28,14502,14622,https://images.gr-assets.com/books/1327349413m/4837112.jpg,https://images.gr-assets.com/books/1327349413s/4837112.jpg
9741,9018370,9018370,13895892,21,1607063298,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2010.0,"The Walking Dead, Vol. 13: Too Far Gone",,4.23,11521,12070,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9742,710969,710969,2967374,39,689855443,Cathy Hopkins,2001.0,"Mates, Dates, and Inflatable Bras (Mates, Dates, #1)",eng,3.73,10270,10572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9743,3446,3446,2242784,38,767904427,Tim O'Brien,1978.0,Going After Cacciato,eng,3.9,9188,9686,https://images.gr-assets.com/books/1399498199m/3446.jpg,https://images.gr-assets.com/books/1399498199s/3446.jpg
9744,854252,854252,1206964,9,64404781,"Roger Lea MacBride, David Gilleece",1993.0,"Little House on Rocky Ridge (Little House: The Rocky Ridge Years, #1)",en-US,3.83,14135,14248,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9745,15954546,15954546,21706071,17,1612187145,Catherine Bybee,2012.0,"Not Quite Dating (Not Quite, #1)",eng,3.88,7880,13459,https://images.gr-assets.com/books/1350588787m/15954546.jpg,https://images.gr-assets.com/books/1350588787s/15954546.jpg
9746,934700,934700,919688,6,394823958,"Dr. Seuss, Theo LeSieg, Roy McKie",1972.0,In a People House,eng,4.13,11977,12178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9747,5943970,5943970,6116483,41,749928999,J.D. Robb,2009.0,"Kindred in Death (In Death, #29)",eng,4.31,13207,16129,https://images.gr-assets.com/books/1348954491m/5943970.jpg,https://images.gr-assets.com/books/1348954491s/5943970.jpg
9748,294430,294430,5912677,36,330369032,Carl Hiaasen,1991.0,Lucky You,en-GB,3.84,9144,10804,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9749,20249,20249,4911,30,765312921,"Brian Herbert, Kevin J. Anderson",2006.0,Hunters of Dune (Dune Chronicles #7),en-US,3.62,9121,10086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9750,20575440,20575440,40015927,28,374280606,Héctor Tobar,2014.0,"Deep Down Dark: The Untold Stories of 33 Men Buried in a Chilean Mine, and the Miracle That Set Them Free",eng,3.9,6123,8806,https://images.gr-assets.com/books/1398199578m/20575440.jpg,https://images.gr-assets.com/books/1398199578s/20575440.jpg
9751,535494,535494,522965,13,891072926,Francis A. Schaeffer,1975.0,How Should We Then Live? The Rise and Decline of Western Thought and Culture,,4.16,9124,9639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9752,20821376,20821376,40167214,27,525423052,Meg Wolitzer,2014.0,Belzhar,,3.46,10432,11634,https://images.gr-assets.com/books/1395326170m/20821376.jpg,https://images.gr-assets.com/books/1395326170s/20821376.jpg
9753,14403,14403,1952010,12,439598443,"Robert Coles, George Ford",1995.0,The Story of Ruby Bridges,eng,4.41,9703,9908,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9754,376561,376561,4479600,81,679725318,Vladimir Nabokov,1936.0,Invitation to a Beheading,eng,3.94,8812,10060,https://images.gr-assets.com/books/1405182507m/376561.jpg,https://images.gr-assets.com/books/1405182507s/376561.jpg
9755,21400356,21400356,40698052,6,1500607533,Pepper Winters,2014.0,"Debt Inheritance (Indebted, #1)",eng,3.79,14713,18441,https://images.gr-assets.com/books/1395175825m/21400356.jpg,https://images.gr-assets.com/books/1395175825s/21400356.jpg
9756,13508021,13508021,19059809,28,62198890,Patricia Harman,2012.0,The Midwife of Hope River,eng,4.0,7736,10992,https://images.gr-assets.com/books/1344449564m/13508021.jpg,https://images.gr-assets.com/books/1344449564s/13508021.jpg
9757,1145862,1145862,159813,8,399234160,"Patty Lovell, David Catrow",1994.0,"Stand Tall, Molly Lou Melon",en-US,4.39,11397,11479,https://images.gr-assets.com/books/1314105738m/1145862.jpg,https://images.gr-assets.com/books/1314105738s/1145862.jpg
9758,50091,50091,2361910,36,586057242,Isaac Asimov,1982.0,The Complete Robot (Robot #0.3),eng,4.34,10362,11162,https://images.gr-assets.com/books/1405467461m/50091.jpg,https://images.gr-assets.com/books/1405467461s/50091.jpg
9759,386,386,3328037,22,393329402,Nick Flynn,2004.0,Another Bullshit Night in Suck City,eng,3.77,8441,8963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9760,80750,80750,2710295,26,764223305,Beverly  Lewis,2002.0,"The Covenant (Abram's Daughters, #1)",,4.12,9408,10882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9761,40496,40496,2329482,81,141185856,Richard Llewellyn,1939.0,How Green Was My Valley,eng,4.16,10648,11777,https://images.gr-assets.com/books/1440708862m/40496.jpg,https://images.gr-assets.com/books/1440708862s/40496.jpg
